# Diamond_cryo_no_bc_open1_6vx6h at temperature 289.162 K.
# File generated by IDL:
# Instrument: NOMAD
#TOF                  Is/Iv                   Error
  565.728082051         3.261865854           0.284567890                     
  566.439884722         3.167576551           0.287321490                     
  567.152581618         2.972749472           0.292897185                     
  567.866172738         3.123674393           0.287843306                     
  568.580658082         3.129170895           0.286857385                     
  569.296037651         2.923996687           0.286238753                     
  570.012354027         3.092168331           0.282741085                     
  570.729564627         2.793064833           0.278150311                     
  571.447626869         3.097508430           0.282579687                     
  572.166668500         3.411544323           0.272526799                     
  572.886604355         3.137851000           0.274853916                     
  573.607391853         2.894737244           0.266821855                     
  574.329116158         2.896481991           0.269038235                     
  575.051734687         3.328074694           0.274470019                     
  575.775290022         3.190264702           0.269713288                     
  576.499697000         3.134818554           0.273141611                     
  577.225040784         3.366242409           0.269751140                     
  577.951321375         3.090752602           0.258939285                     
  578.678538773         3.026343584           0.264567321                     
  579.406650395         2.825257778           0.260974627                     
  580.135656241         2.876493692           0.254658187                     
  580.865598894         3.103247166           0.258599810                     
  581.596435772         3.116278648           0.260908958                     
  582.328209456         3.198297024           0.257331634                     
  583.060877364         3.309620857           0.256131829                     
  583.794524662         3.526418924           0.256589874                     
  584.529066183         3.265287876           0.248536567                     
  585.264501930         3.204564571           0.244621584                     
  586.000874482         3.121927261           0.236751513                     
  586.738226424         3.299482584           0.233401180                     
  587.476430008         3.472962856           0.241094129                     
  588.215612980         3.289782524           0.236991410                     
  588.955732759         3.485587835           0.239088803                     
  589.696746763         3.385003328           0.232296997                     
  590.438697573         3.532261133           0.231134274                     
  591.181585189         3.379585505           0.229550926                     
  591.925452195         3.471310616           0.232854662                     
  592.670213425         3.325682402           0.223437714                     
  593.415911461         3.347527266           0.221564157                     
  594.162546304         3.356628895           0.219517806                     
  594.910117954         3.124033689           0.211380395                     
  595.658668992         2.989179134           0.204339922                     
  596.408114255         2.967551470           0.204130962                     
  597.158538906         2.908255100           0.204335145                     
  597.909857782         3.484621525           0.208652927                     
  598.662156046         3.056368828           0.200994057                     
  599.415433700         3.044740200           0.198738818                     
  600.169605577         2.815626144           0.192236648                     
  600.924756844         2.590210676           0.185566868                     
  601.680844917         2.635935307           0.186109550                     
  602.437869796         2.761474848           0.188283634                     
  603.195874065         3.009793043           0.182642136                     
  603.954815140         2.718163013           0.181396323                     
  604.714735603         2.848111629           0.176948101                     
  605.475592873         2.875018358           0.177435733                     
  606.237429532         2.488050461           0.174031446                     
  607.000202997         2.415116549           0.169960158                     
  607.763955852         2.464513302           0.162677995                     
  608.528645512         2.291771650           0.160500212                     
  609.294271980         2.236850262           0.159659479                     
  610.060920418         2.460194588           0.156984633                     
  610.828505662         2.302601576           0.155639467                     
  611.597027713         2.197005033           0.153760583                     
  612.366571736         2.267478943           0.153574954                     
  613.137052564         2.134827614           0.148718922                     
  613.908512781         2.178249359           0.146518122                     
  614.680909805         2.207921982           0.146163995                     
  615.454328800         2.038674116           0.144756973                     
  616.228684601         2.049695730           0.142943691                     
  617.004062373         2.052981853           0.141027846                     
  617.780376952         2.082379103           0.136755897                     
  618.557670920         2.033364534           0.138109221                     
  619.335944276         2.011362314           0.136620227                     
  620.115197020         1.951418519           0.133936739                     
  620.895429154         1.957019806           0.132523967                     
  621.676640676         1.995495200           0.132652069                     
  622.458831587         1.939360857           0.131380507                     
  623.242044468         1.939368129           0.129173672                     
  624.026194157         1.929958940           0.129042621                     
  624.811365816         1.807960391           0.126118399                     
  625.597516864         1.661095142           0.123115412                     
  626.384647300         1.725294709           0.124267935                     
  627.172757125         1.848095059           0.125394307                     
  627.961888921         1.765532255           0.122929783                     
  628.752000106         1.821306825           0.123053195                     
  629.543090679         1.821256280           0.123372292                     
  630.335160641         1.637607574           0.122004514                     
  631.128295156         1.782158136           0.121181596                     
  631.922366478         1.884687901           0.119415916                     
  632.717459770         1.857650161           0.118133226                     
  633.513532451         1.743847132           0.116374813                     
  634.310627103         1.739446402           0.115410208                     
  635.108743726         1.770080090           0.115612463                     
  635.907839737         1.648883820           0.116824543                     
  636.707957719         1.835438848           0.115582156                     
  637.509055090         1.798153520           0.113684502                     
  638.311174432         1.614822268           0.110694345                     
  639.114315744         1.743740916           0.111970364                     
  639.918436445         1.766186118           0.112045005                     
  640.723621700         1.718598843           0.109517588                     
  641.529786342         1.879758835           0.110930566                     
  642.336930374         1.714150786           0.108789030                     
  643.145138958         1.804998279           0.108856997                     
  643.954369514         1.753818035           0.109913886                     
  644.764579458         1.787160158           0.107200419                     
  645.575853955         1.725406408           0.108167628                     
  646.388107840         1.735455871           0.106778435                     
  647.201383697         1.768696904           0.107765130                     
  648.015724106         1.759247541           0.107347427                     
  648.831043904         1.748019457           0.106834200                     
  649.647428255         2.040261745           0.108748529                     
  650.464791995         1.952516794           0.106257521                     
  651.283220287         1.940066934           0.104710257                     
  652.102670551         1.912702441           0.107816550                     
  652.923185367         2.086693764           0.105710556                     
  653.744679572         2.246464729           0.106972685                     
  654.567238330         2.200410128           0.105957726                     
  655.390819059         2.300576687           0.108826474                     
  656.215421758         2.293417931           0.107794869                     
  657.041089011         2.505426884           0.109279419                     
  657.867778234         2.271558523           0.108567545                     
  658.695532010         2.484319925           0.107722380                     
  659.524307757         2.473671436           0.105502438                     
  660.354105475         2.431233168           0.106601103                     
  661.184967746         2.413931608           0.105991616                     
  662.016894570         2.599426746           0.108106837                     
  662.849843364         2.699815512           0.107586548                     
  663.683856712         2.786900997           0.106276433                     
  664.518892030         2.620815277           0.105038571                     
  665.355034484         2.533110619           0.104804902                     
  666.192156326         2.762379169           0.105110005                     
  667.030385303         2.691727161           0.104464687                     
  667.869636251         2.730006456           0.103437032                     
  668.709951751         2.729587793           0.101787978                     
  669.551331805         2.576051235           0.102215329                     
  670.393776412         2.819921255           0.104231529                     
  671.237285571         3.035551548           0.104762309                     
  672.081816702         2.925421238           0.103410271                     
  672.927454967         2.792677402           0.101936324                     
  673.774157786         2.752962589           0.099959386                     
  674.621882575         2.913639307           0.100675678                     
  675.470714499         2.820812941           0.100326719                     
  676.320568394         2.852984667           0.100180908                     
  677.171529424         2.703930378           0.099210890                     
  678.023555008         2.829330921           0.099544579                     
  678.876645143         2.863623619           0.098123084                     
  679.730842415         2.723623514           0.096777334                     
  680.586061656         2.826020956           0.095744882                     
  681.442388033         2.605602503           0.094200067                     
