# Diamond_cryo_no_bc_open1_6vx6h at temperature 289.162 K.
# File generated by IDL:
# Instrument: NOMAD
#TOF                  Is/Iv                   Error
  350.773837658         0.000000000           0.000000000                     
  351.279034083         0.000000000           0.000000000                     
  351.784928294         0.000000000           0.000000000                     
  352.291595053         0.000000000           0.000000000                     
  352.798959596         0.000000000           0.000000000                     
  353.307071767         0.000000000           0.000000000                     
  353.815881723         0.000000000           0.000000000                     
  354.325439305         0.000000000           0.000000000                     
  354.835744515         0.000000000           0.000000000                     
  355.346772430         0.000000000           0.000000000                     
  355.858572894         0.000000000           0.000000000                     
  356.371071142         0.000000000           0.000000000                     
  356.884317017         0.000000000           0.000000000                     
  357.398285599         0.000000000           0.000000000                     
  357.913026728         0.000000000           0.000000000                     
  358.428465642         0.000000000           0.000000000                     
  358.944677105         0.000000000           0.000000000                     
  359.461661114         0.000000000           0.000000000                     
  359.979342910         0.000000000           0.000000000                     
  360.497797252         0.000000000           0.000000000                     
  361.016974301         0.000000000           0.000000000                     
  361.536898977         0.000000000           0.000000000                     
  362.057596201         0.000000000           0.000000000                     
  362.579041051         0.000000000           0.000000000                     
  363.101233529         0.000000000           0.000000000                     
  363.624148712         0.000000000           0.000000000                     
  364.147836443         0.000000000           0.000000000                     
  364.672296722         0.000000000           0.000000000                     
  365.197479708         0.000000000           0.000000000                     
  365.723435240         0.000000000           0.000000000                     
  366.250163321         0.000000000           0.000000000                     
  366.777639029         0.000000000           0.000000000                     
  367.305862363         0.000000000           0.000000000                     
  367.834858246         0.000000000           0.000000000                     
  368.364601755         0.000000000           0.000000000                     
  368.895117812         0.000000000           0.000000000                     
  369.426406417         0.000000000           0.000000000                     
  369.958467570         0.000000000           0.000000000                     
  370.491276349         0.000000000           0.000000000                     
  371.024857677         0.000000000           0.000000000                     
  371.559211552         0.000000000           0.000000000                     
  372.094313054         0.000000000           0.000000000                     
  372.630212025         0.000000000           0.000000000                     
  373.166858622         0.000000000           0.000000000                     
  373.704327610         0.000000000           0.000000000                     
  374.242519303         0.000000000           0.000000000                     
  374.781508465         0.000000000           0.000000000                     
  375.321270175         0.000000000           0.000000000                     
  375.861804433         0.000000000           0.000000000                     
  376.403111238         0.000000000           0.000000000                     
  376.945215513         0.000000000           0.000000000                     
  377.488092335         0.000000000           0.000000000                     
  378.031741704         0.000000000           0.000000000                     
  378.576188543         0.000000000           0.000000000                     
  379.121407929         0.000000000           0.000000000                     
  379.667424784         0.000000000           0.000000000                     
  380.214214187         0.000000000           0.000000000                     
  380.761801059         0.000000000           0.000000000                     
  381.310185399         0.000000000           0.000000000                     
  381.859342287         0.000000000           0.000000000                     
  382.409296644         0.000000000           0.000000000                     
  382.960048469         0.000000000           0.000000000                     
  383.511572843         0.000000000           0.000000000                     
  384.063894685         0.000000000           0.000000000                     
  384.617038916         0.000000000           0.000000000                     
  385.170980617         0.000000000           0.000000000                     
  385.725694865         0.000000000           0.000000000                     
  386.281206582         0.000000000           0.000000000                     
  386.837540688         0.000000000           0.000000000                     
  387.394647342         0.000000000           0.000000000                     
  387.952576386         0.000000000           0.000000000                     
  388.511302899         0.000000000           0.000000000                     
  389.070851801         0.000000000           0.000000000                     
  389.631173251         0.000000000           0.000000000                     
  390.192317090         0.000000000           0.000000000                     
  390.754283320         0.000000000           0.000000000                     
  391.317047018         0.000000000           0.000000000                     
  391.880608184         0.000000000           0.000000000                     
  392.444991740         0.000000000           0.000000000                     
  393.010222607         0.000000000           0.000000000                     
  393.576226022         0.000000000           0.000000000                     
  394.143051826         0.000000000           0.000000000                     
  394.710700019         0.000000000           0.000000000                     
  395.279145682         0.000000000           0.000000000                     
  395.848413734         0.000000000           0.000000000                     
  396.418529096         0.000000000           0.000000000                     
  396.989466848         0.000000000           0.000000000                     
  397.561202069         0.000000000           0.000000000                     
  398.133759680         0.000000000           0.000000000                     
  398.707164601         0.000000000           0.000000000                     
  399.281366990         0.000000000           0.000000000                     
  399.856416690         0.000000000           0.000000000                     
  400.432288780         0.000000000           0.000000000                     
  401.009008180         0.000000000           0.000000000                     
  401.586525049         0.000249340           0.000000000                     
  402.164889229         0.000756415           0.000000000                     
  402.744075798         0.000000000           0.000000000                     
  403.324109678         0.000000000           0.000000000                     
  403.904965947         0.000000000           0.000000000                     
  404.486669526         0.000000000           0.000000000                     
  405.069245337         0.000000000           0.000000000                     
  405.652618617         0.000000000           0.000000000                     
  406.236839207         0.000000000           0.000000000                     
  406.821882187         0.000000000           0.000000000                     
  407.407797399         0.000000000           0.000000000                     
  407.994534999         0.000000000           0.000000000                     
  408.582119911         0.000000000           0.000000000                     
  409.170577054         0.000000000           0.000000000                     
  409.759881507         0.000000000           0.000000000                     
  410.350008350         0.000000000           0.000000000                     
  410.940982503         0.000000000           0.000000000                     
  411.532828888         0.000000000           0.000000000                     
  412.125497662         0.000000000           0.000000000                     
  412.719038668         0.000000000           0.000000000                     
  413.313451905         0.000000000           0.000000000                     
  413.908712453         0.000000000           0.000000000                     
  414.504820311         0.000000000           0.000000000                     
  415.101775480         0.000000000           0.000000000                     
  415.699602880         0.000000000           0.000000000                     
  416.298302511         0.000000000           0.000000000                     
  416.897849453         0.000000000           0.000000000                     
  417.498293548         0.000000000           0.000000000                     
  418.099560032         0.000000000           0.000000000                     
  418.701723668         0.000000000           0.000000000                     
  419.304709694         0.000000000           0.000000000                     
  419.908592872         0.000000000           0.000000000                     
  420.513323360         0.000000000           0.000000000                     
  421.118951001         0.000000000           0.000000000                     
  421.725475794         0.000000000           0.000000481                     
  422.332847898         0.000000000           0.000000131                     
  422.941067312         0.000000000           0.000000000                     
  423.550183878         0.000000000           0.000000000                     
  424.160197597         0.000000000           0.000000000                     
  424.771058626         0.000000000           0.000000000                     
  425.382816808         0.000000000           0.000000000                     
  425.995472142         0.000000000           0.000000000                     
  426.608974786         0.000000000           0.000000000                     
  427.223374583         0.000000000           0.000000000                     
  427.838671532         0.000000000           0.000000000                     
  428.454815791         0.000000000           0.000000000                     
  429.071907045         0.000000000           0.000000000                     
  429.689845609         0.000000000           0.000000000                     
  430.308681325         0.000000000           0.000000000                     
  430.928414194         0.000000000           0.000000000                     
  431.549044215         0.000000000           0.000000000                     
  432.170571388         0.000000000           0.000000000                     
  432.792945872         0.000000000           0.000000000                     
  433.416267349         0.000000000           0.000000000                     
  434.040485979         0.000000000           0.000000000                     
  434.665601762         0.000000000           0.000000000                     
  435.291614697         0.000000000           0.000000000                     
  435.918474942         0.000000000           0.000000000                     
  436.546282181         0.000000000           0.000000113                     
  437.175036414         0.000000000           0.000000486                     
  437.804637958         0.000000000           0.000000000                     
  438.435136654         0.000000000           0.000000000                     
  439.066582345         0.000000000           0.000000000                     
  439.698925187         0.000000000           0.000000000                     
  440.332215024         0.000000000           0.000000000                     
  440.966352171         0.000000000           0.000000000                     
  441.601436312         0.000000000           0.000000000                     
  442.237467447         0.000000000           0.000000000                     
  442.874345893         0.000000000           0.000000000                     
  443.512171333         0.000000000           0.000000000                     
  444.150943767         0.000000000           0.000000168                     
  444.790563512         0.000000000           0.000000642                     
  445.431180092         0.000000128           0.000000253                     
  446.072693825         0.000000000           0.000000000                     
  446.715104710         0.000000000           0.000000000                     
  447.358462589         0.000000000           0.000000000                     
  448.002767462         0.000000000           0.000000000                     
  448.647969487         0.000000000           0.000000000                     
  449.294118507         0.000000000           0.000000000                     
  449.941164679         0.000000000           0.000000000                     
  450.589157844         0.000000000           0.000000000                     
  451.238147846         0.000000000           0.000000000                     
  451.887985159         0.000000000           0.000000000                     
